Title,Year,Genre-Horror,Genre-Thriller,Genre-Sci-Fi,Genre-Mystery,Genre-Romance,Genre-Fantasy,Genre-Comdey,Genre-Drama,Genre-Crime,Genre-War,Genre-Western,Genre-Musical,Genre-Family,Genre-Adventure,Genre-Sport,Genre-History,Release Date,Release Country,Movie Rating,Review Rating,Movie Run Time,Plot,Cast,Language,Directors1,Cast1,Plot1
Shallow Creek Cult ,2013, Horror, Thriller,NO GENRE,NO GENRE,NO GENRE,NO GENRE,NO GENRE,NO GENRE,NO GENRE,NO GENRE,NO GENRE,NO GENRE,NO GENRE,NO GENRE,NO GENRE,NO GENRE,18-Aug-13,USA,NOT RATED,4,71 min,"Directed by King Jeff. With Gorio, King Jeff. In this found video footage horror genre feature, two brothers, Getty and Jessie Carmichael, drive 90 miles to Shallow Creek, Louisiana to honor their deceased grandfather's final request to spread his ashes over the Shallow Creek camp site pond. After the ceremony, they stumble across a viciously cannibalistic and mysterious cult, presumed responsible for the bloody massacres of various Shallow ...",Gorio|King Jeff,English,Directed by King Jeff," With Gorio, King Jeff"," In this found video footage horror genre feature, two brothers, Getty and Jessie Carmichael, drive 90 miles to Shallow Creek, Louisiana to honor their deceased grandfather's final request to spread his ashes over the Shallow Creek camp site pond"
Dug Up ,2013, Horror,NO GENRE,NO GENRE,NO GENRE,NO GENRE,NO GENRE,NO GENRE,NO GENRE,NO GENRE,NO GENRE,NO GENRE,NO GENRE,NO GENRE,NO GENRE,NO GENRE,NO GENRE,24-Oct-13,USA,R,6.6,84 min,"Directed by Dustin Rikert. With Paul McCarthy-Boyington, William Shockley, Greg Travis, Nicole Herold. Chaos takes over a rural town after a trio of residents accidentally conjure a zombie outbreak.",Paul McCarthy-Boyington|William Shockley|Greg Travis|Nicole Herold|Sarra Kaufman|Jeffery Dean|Jordann Beal|Ezra Buzzington|Sheree J. Wilson|Vince Morella,English,Directed by Dustin Rikert," With Paul McCarthy-Boyington, William Shockley, Greg Travis, Nicole Herold", Chaos takes over a rural town after a trio of residents accidentally conjure a zombie outbreak
The Purgation ,2015, Horror, Thriller,NO GENRE,NO GENRE,NO GENRE,NO GENRE,NO GENRE,NO GENRE,NO GENRE,NO GENRE,NO GENRE,NO GENRE,NO GENRE,NO GENRE,NO GENRE,NO GENRE,2-Apr-15,USA,TV-MA,3,86 min,"Directed by Elaine Chu. With Tiffany Kieu, Kat Johnston, Kate Dauphin, Tom Walsh. Iris thinks she's going crazy. To stay sane, she must confront her past by revisiting the site of a childhood trauma - the old county asylum.",Tiffany Kieu|Kat Johnston|Kate Dauphin|Tom Walsh|Corey Fabyan|Megan Truong|Martina D'Ovidio|Pearce Joza|Alex Gruenenfelder|Rachel Parker|Ami Sarfati|Brandon Kirk|Morgan Christensen|Nick Aders|Leah Catherine,English,Directed by Elaine Chu," With Tiffany Kieu, Kat Johnston, Kate Dauphin, Tom Walsh", Iris thinks she's going crazy
Killer Holiday ,2013, Horror,NO GENRE,NO GENRE,NO GENRE,NO GENRE,NO GENRE,NO GENRE,NO GENRE,NO GENRE,NO GENRE,NO GENRE,NO GENRE,NO GENRE,NO GENRE,NO GENRE,NO GENRE,5-Nov-13,USA,R,3.1,103 min,"Directed by Marty Thomas. With Michael Copon, Rachel Lara, Julia Beth Stern, Alex Mandel. A startling motive is revealed when psychotic killer Melvin 'Spider' Holiday stalks 8 unsuspecting teenage victims lured to an abandoned amusement park off old Route 66.",Michael Copon|Rachel Lara|Julia Beth Stern|Alex Mandel|Kaley Victoria Rose|Matt Calloway|David Namminga|Noah Gibbings|Gabriel Olivera|Richard Hoag|Sydney Rae Shalhoob|Randolph Mantooth|Puffy Copon|Fuse|Brian Harwell,English,Directed by Marty Thomas," With Michael Copon, Rachel Lara, Julia Beth Stern, Alex Mandel", A startling motive is revealed when psychotic killer Melvin 'Spider' Holiday stalks 8 unsuspecting teenage victims lured to an abandoned amusement park off old Route 66
Horror House on Highway 6 ,2014, Horror,NO GENRE,NO GENRE,NO GENRE,NO GENRE,NO GENRE,NO GENRE,NO GENRE,NO GENRE,NO GENRE,NO GENRE,NO GENRE,NO GENRE,NO GENRE,NO GENRE,NO GENRE,4-Nov-14,USA,NOT RATED,3.9,86 min,"Directed by Richard Casey. With Joanna Bartling, Misty Madden, Sean McCracken, Brian Papson. A college student is injured by a malfunctioning soda machine on Highway 6. His fellow students take him to a doctor who lives in a basement bomb shelter and awaits the second coming of Elvis Presley. They can't leave, and a killer stalks them with an ax.",Joanna Bartling|Misty Madden|Sean McCracken|Brian Papson|William D. Caldwell|Frank Gangarossa|Alan Ehrlich|Michael Castagnola|Phil Ward|Teresa Willis|Jared Asato|Valerie Baker|Kenneth Coffman|Steve DeVorkin|Mark E. Fletcher,English,Directed by Richard Casey," With Joanna Bartling, Misty Madden, Sean McCracken, Brian Papson", A college student is injured by a malfunctioning soda machine on Highway 6
Pretty Dead ,2013, Horror,NO GENRE,NO GENRE,NO GENRE,NO GENRE,NO GENRE,NO GENRE,NO GENRE,NO GENRE,NO GENRE,NO GENRE,NO GENRE,NO GENRE,NO GENRE,NO GENRE,NO GENRE,1-Aug-13,USA,NOT RATED,4.5,77 min,"Directed by Benjamin Wilkins. With Carly Oates, Ryan Shogren, Quantae Love, Heather Anne Wood. After killing and cannibalizing several men and being found unfit for trial, Regina Stevens desperately tried to convince her psychiatric caregivers that she wasn't mentally ill, but was in fact slowly becoming a real life zombie.",Carly Oates|Ryan Shogren|Quantae Love|Heather Anne Wood|Emily Button|Dave Matos|Joshua Grote|Daesha Lynn|Robert Keniston|Ernesto Trinidad|Lisa Masi|Alan J. Van Dyke|Kris Thordarson|Pierce Minor|Christie De Shong,English,Directed by Benjamin Wilkins," With Carly Oates, Ryan Shogren, Quantae Love, Heather Anne Wood"," After killing and cannibalizing several men and being found unfit for trial, Regina Stevens desperately tried to convince her psychiatric caregivers that she wasn't mentally ill, but was in fact slowly becoming a real life zombie"
Mary Loss of Soul ,2014, Horror,NO GENRE,NO GENRE,NO GENRE,NO GENRE,NO GENRE,NO GENRE,NO GENRE,NO GENRE,NO GENRE,NO GENRE,NO GENRE,NO GENRE,NO GENRE,NO GENRE,NO GENRE,29-Oct-15,USA,NOT RATED,4,89 min,"Directed by Jennifer B. White. With José Zúñiga, Kaylee Bryant, Catherine Black, Anne Bex. Part of Mary's soul has been ripped from her body. After vanishing from her family's lake house, the 15 year-old returns without any memory of the traumatic events she experienced. Even while a nefarious mystery surrounds its circumstance-and a wrathful spirit begins haunting them-the Solis family's biggest fear is watching Mary unbecome. And knowing they must find her soul before time runs out.",José Zúñiga|Kaylee Bryant|Catherine Black|Anne Bex|Nick Mancuso|Emma Gruttadauria|Sam Myerson|Diana Porter|Jerry W. Goodwin|Molly Devon|Mark S. Cartier|Karin Crighton|Kati Salowsky|Kevin O. Peterson|Michael C. Turtle,English,Directed by Jennifer B, White," With José Zúñiga, Kaylee Bryant, Catherine Black, Anne Bex"
Kidnapped Souls ,2012, Horror,NO GENRE,NO GENRE,NO GENRE,NO GENRE,NO GENRE,NO GENRE,NO GENRE,NO GENRE,NO GENRE,NO GENRE,NO GENRE,NO GENRE,NO GENRE,NO GENRE,NO GENRE,28-Feb-13,Peru,UNRATED,4.2,86 min,"Directed by Juan Frausto. With Jose Yenque, Noel Gugliemi, Neil Brown Jr., Delilah Cotto. LA detectives are on the hunt for a mysterious serial killer who kidnaps and kills his victims. Their hopes of catching the killer are slim, as the detectives can't find a single shred of evidence. They finally get a break on the case when one surviving victim escapes from the killer's deadly clutches. In this chilling thriller, watch events unfold as the killer exposes the dark secrets of his ...",Jose Yenque|Noel Gugliemi|Neil Brown Jr.|Delilah Cotto|Rosa Isela Frausto|Rene Arreola|Monica Engesser|Gonzales Michael Jr.|Benjamin Riley|Diego Acuna|Tia Streaty|Dan Dunkelman|Christopher Youngblood|Vanina Armendariz|Christopher Guttierrez,English,Directed by Juan Frausto," With Jose Yenque, Noel Gugliemi, Neil Brown Jr",", Delilah Cotto"
The Eschatrilogy: Book of the Dead ,2012, Horror,NO GENRE,NO GENRE,NO GENRE,NO GENRE,NO GENRE,NO GENRE,NO GENRE,NO GENRE,NO GENRE,NO GENRE,NO GENRE,NO GENRE,NO GENRE,NO GENRE,NO GENRE,19-Feb-14,Philippines,NOT RATED,5.2,103 min,"Directed by Damian Morter. With Stuart Wolfenden, Sarah-Jane Honeywell, Damian Morter, Sam Cullingworth. An anthology of three movies set within the zombie genre.",Stuart Wolfenden|Sarah-Jane Honeywell|Damian Morter|Sam Cullingworth|Tim Mcgill Grieveson|Paul Collin-Thomas|David Frampton|Zoe Simone|Clay Whitter|Brooklyn Baker|Neil Adams|Anna Batho|Chris Knight|Flynn Allen|George Newton,English,Directed by Damian Morter," With Stuart Wolfenden, Sarah-Jane Honeywell, Damian Morter, Sam Cullingworth", An anthology of three movies set within the zombie genre
Paranormal Extremes: Text Messages from the Dead ,2015, Horror,NO GENRE,NO GENRE,NO GENRE,NO GENRE,NO GENRE,NO GENRE,NO GENRE,NO GENRE,NO GENRE,NO GENRE,NO GENRE,NO GENRE,NO GENRE,NO GENRE,NO GENRE,1-May-15,USA,NOT RATED,2.3,102 min,"Directed by Ted V. Mikels. With Colie Knoke, Josef Niznik, Grace LaFleur, Ted V. Mikels. Two loves are separated by a tragic accident but death cannot keep them apart. This is a haunting tale of love, life, death, and the intervention of the dead.",Colie Knoke|Josef Niznik|Grace LaFleur|Ted V. Mikels|Mario Santos|John Bizarre|Brenda Grippi|Beverly Washburn|Jim Wheble|George Pantages|Marilyn Weinmann|Renay Jewell|Jacob Landry|Lisa Snipes|Emma Snipes,English,Directed by Ted V, Mikels," With Colie Knoke, Josef Niznik, Grace LaFleur, Ted V"
The Sins of Dracula ,2014, Horror,NO GENRE,NO GENRE,NO GENRE,NO GENRE,NO GENRE,NO GENRE,NO GENRE,NO GENRE,NO GENRE,NO GENRE,NO GENRE,NO GENRE,NO GENRE,NO GENRE,NO GENRE,26-Oct-14,USA,NOT RATED,6.2,81 min,"Directed by Richard Griffin. With Sarah Nicklin, Anna Rizzo, Jose Guns Alves, Jamie Lyn Bagley. When Billy, a young man of faith, joins the local theater group, he finds more than teenagers involved in all manner of vice, but also a secret cult of Devil worshipers who are hell-bent on resurrecting Dracula, the King of Vampires, from his grave. Will Billy survive, or will he suffer the sins of Dracula'",Sarah Nicklin|Anna Rizzo|Jose Guns Alves|Jamie Lyn Bagley|Samantha Acampora|Carmine Capobianco|Jesse Dufault|Tobias Wilson|Jamie Dufault|Elyssa Baldassarri|Michael Thurber|Steven O'Broin|Johnny Sederquist|Christian Masters|Aaron Peaslee,English,Directed by Richard Griffin," With Sarah Nicklin, Anna Rizzo, Jose Guns Alves, Jamie Lyn Bagley"," When Billy, a young man of faith, joins the local theater group, he finds more than teenagers involved in all manner of vice, but also a secret cult of Devil worshipers who are hell-bent on resurrecting Dracula, the King of Vampires, from his grave"
Shotgun Wedding ,2013, Horror,NO GENRE,NO GENRE,NO GENRE, Romance,NO GENRE,NO GENRE,NO GENRE,NO GENRE,NO GENRE,NO GENRE,NO GENRE,NO GENRE,NO GENRE,NO GENRE,NO GENRE,2-Apr-13,USA,UNRATED,5.1,92 min,"Directed by Danny Roew. With Mike Damus, Kim Shaw, Joel McKinnon Miller, Kevin Christy. After Robert, a marrying-up groom, 'accidentally' shoots his fiance's Maid of Honor in the face during a drunken skeet-shooting session, his meddling mother does whatever it takes to ensure the wedding takes place.",Mike Damus|Kim Shaw|Joel McKinnon Miller|Kevin Christy|Kelsey Ford|Eric Nenninger|Eric Jungmann|Megan Heyn|Elana Krausz|Brett Stiller|Sean Patton|Da'Vone McDonald|Rasika Mathur|Bonita Friedericy|James Eckhouse,English,Directed by Danny Roew," With Mike Damus, Kim Shaw, Joel McKinnon Miller, Kevin Christy"," After Robert, a marrying-up groom, 'accidentally' shoots his fiance's Maid of Honor in the face during a drunken skeet-shooting session, his meddling mother does whatever it takes to ensure the wedding takes place"
Amy ,2013, Horror,NO GENRE,NO GENRE,NO GENRE,NO GENRE,NO GENRE,NO GENRE,NO GENRE,NO GENRE,NO GENRE,NO GENRE,NO GENRE,NO GENRE,NO GENRE,NO GENRE,NO GENRE,1-Oct-13,USA,NOT RATED,2,94 min,"Directed by Patnaik R.P.. With Christopher Atkins, David Blount, David R. Clayton, Jessica DiGiovanni. With the psychic power of clairvoyance, an extra-sensory perception, Amy starts witnessing haunting visions as her entire Amish village begins to fall into demonic control. An ominous funeral director, Christopher, uses Amy's special abilities to seek out the covert leader behind the possession. Amy and Christopher must stop the fall of their village before the Devil takes over Amy's soul-forcing...",Christopher Atkins|David Blount|David R. Clayton|Jessica DiGiovanni|Jane Doherty|Victoria Doll|Jerry Greiner|Clayton Stocker Myers|Kurt Mason Peterson|Kris Smith|Jay Wasley,English,Directed by Patnaik R,P,
Deadtime ,2012, Horror,NO GENRE,NO GENRE,NO GENRE,NO GENRE,NO GENRE,NO GENRE,NO GENRE,NO GENRE,NO GENRE,NO GENRE,NO GENRE,NO GENRE,NO GENRE,NO GENRE,NO GENRE,11-May-12,USA,NOT RATED,2.2,97 min,"Directed by Tony Jopia. With Laurence Saunders, Carl Coleman, Elisabeth Shahlavi, Alex Marieka Hanly. A Birmingham-based band are ordered by their unhappy record company to an old warehouse; the goal being to re-start their ailing careers with a kick-ass new promo video. Unfortunately the band and their entourage find themselves targets of a mysterious knife-wielding maniac, haunted by the voice of Satan, and out for revenge.",Laurence Saunders|Carl Coleman|Elisabeth Shahlavi|Alex Marieka Hanly|Leslie Grantham|Terry Christian|Joe Egan|Julian Boote|Stephen Spencer|Matt Gibbons|Louis Murrall|Elle Wood|Emily Welch|Adam Carrington|Ian Donnelly,English,Directed by Tony Jopia," With Laurence Saunders, Carl Coleman, Elisabeth Shahlavi, Alex Marieka Hanly", A Birmingham-based band are ordered by their unhappy record company to an old warehouse; the goal being to re-start their ailing careers with a kick-ass new promo video
Serenity Farm ,2014, Horror,NO GENRE,NO GENRE,NO GENRE,NO GENRE,NO GENRE,NO GENRE,NO GENRE,NO GENRE,NO GENRE,NO GENRE,NO GENRE,NO GENRE,NO GENRE,NO GENRE,NO GENRE,2014,USA,NOT RATED,3.1,86 min,"Directed by James Becket. With Sean Dryke, Shawna Welsh, Jake Ryan Arzola, Kasandra Bandfield. Undisturbed for over 20 years, this remote forested island in the Pacific Northwest is visited by a group of campers on horseback. The camp tranquility is broken by violence and terror.",Sean Dryke|Shawna Welsh|Jake Ryan Arzola|Kasandra Bandfield|Willard Chase|Ronee Collins|Samantha Cutaran|Richard Gabai|Andrea Jordan|Amy Christine Meyer|Alisa Schulz|Rick Walters,English,Directed by James Becket," With Sean Dryke, Shawna Welsh, Jake Ryan Arzola, Kasandra Bandfield"," Undisturbed for over 20 years, this remote forested island in the Pacific Northwest is visited by a group of campers on horseback"
The Inside ,2012, Horror, Thriller,NO GENRE,NO GENRE,NO GENRE,NO GENRE,NO GENRE,NO GENRE,NO GENRE,NO GENRE,NO GENRE,NO GENRE,NO GENRE,NO GENRE,NO GENRE,NO GENRE,13-Jan-13,UK,NOT RATED,3,93 min,"Directed by Eoin Macken. With Tereza Srbová, Kellie Blaise, Siobhán Cullen, Natalia Kostrzewa. A group of girls are terrorized by violent vagrants before succumbing to a horrific supernatural evil.",Tereza Srbová|Kellie Blaise|Siobhán Cullen|Natalia Kostrzewa|Vanessa Emme|Sean Stewart|Emmett J Scanlan|Karl Argue|Brian Fortune|Patrick Moynan|Jenny Huston|Liam Alex Heffron,English,Directed by Eoin Macken," With Tereza Srbová, Kellie Blaise, Siobhán Cullen, Natalia Kostrzewa", A group of girls are terrorized by violent vagrants before succumbing to a horrific supernatural evil
Movie Madness ,2016, Horror,NO GENRE,NO GENRE,NO GENRE,NO GENRE,NO GENRE,NO GENRE,NO GENRE,NO GENRE,NO GENRE,NO GENRE,NO GENRE,NO GENRE,NO GENRE,NO GENRE,NO GENRE,1-Apr-16,USA,R,5.5,90 min,"Directed by Big Daddy Kane, Phillip Penza. With Ava Anderfuren, Jerry Anderfuren, Triveni Baron, Audrey Beth. A movie bootlegger stumbles into a theater of murder and madness after it's taken over by a demonic hitman.",Ava Anderfuren|Jerry Anderfuren|Triveni Baron|Audrey Beth|Big Daddy Kane|Big Brody|Shawna Craig|Dan Duke|Ariel Gomez|Katie Hargrave|Liam Hawley|Kathy Blaze Jefferson|Saquan Johnson|Alex Kass|Salahaddin Keskin,English,"Directed by Big Daddy Kane, Phillip Penza"," With Ava Anderfuren, Jerry Anderfuren, Triveni Baron, Audrey Beth", A movie bootlegger stumbles into a theater of murder and madness after it's taken over by a demonic hitman
The Paranormal Diaries: Clophill ,2013, Horror,NO GENRE,NO GENRE,NO GENRE,NO GENRE,NO GENRE,NO GENRE,NO GENRE,NO GENRE,NO GENRE,NO GENRE,NO GENRE,NO GENRE,NO GENRE,NO GENRE,NO GENRE,14-Oct-13,UK,NOT RATED,3.6,88 min,"Directed by Michael G. Bartlett, Kevin Gates. With Mark Andrews, Michael G. Bartlett, Criselda Cabitac, Samantha Carpenter. In March 1963, a black mass was held at a ruined church in Clophill, Bedfordshire by a coven of dark witches. Tombs were looted, animals sacrificed and human bones arranged during a macabre ceremony. Further defilements continued at Clophill in the following years, with cattle in nearby fields found mutilated, evidence of necromancy discovered and perpetual sightings of paranormal activity ...",Mark Andrews|Michael G. Bartlett|Criselda Cabitac|Samantha Carpenter|Sarah Catlin|Andrew Croall|Elaine Ellis|Andrew Fazekas|Kevin Gates|Mark Jeavons|Bill King|Doris Knight|Mark Knight|Stephanie Lawn|Dee Lindley,English,Directed by Michael G," Bartlett, Kevin Gates"," With Mark Andrews, Michael G"
Fractional ,2011, Horror, Thriller,NO GENRE,NO GENRE,NO GENRE,NO GENRE,NO GENRE,NO GENRE,NO GENRE,NO GENRE,NO GENRE,NO GENRE,NO GENRE,NO GENRE,NO GENRE,NO GENRE,1-Oct-15,USA,NOT RATED,4.7,93 min,"Directed by Malcolm Deegan. With Donna Bradley, Paul Byrne, Desmond Daly, Paula Gahan. A psychiatrist, John Hatchett, wakes up tied to a chair in an abandoned warehouse. Left with no food, water or chance of escape, John's only weapons are his mind and he must use them to full effect.",Donna Bradley|Paul Byrne|Desmond Daly|Paula Gahan|Peter O'Toole,English,Directed by Malcolm Deegan," With Donna Bradley, Paul Byrne, Desmond Daly, Paula Gahan"," A psychiatrist, John Hatchett, wakes up tied to a chair in an abandoned warehouse"
3:33 a.m. ,2015, Horror,NO GENRE,NO GENRE,NO GENRE,NO GENRE,NO GENRE,NO GENRE,NO GENRE,NO GENRE,NO GENRE,NO GENRE,NO GENRE,NO GENRE,NO GENRE,NO GENRE,NO GENRE,22-Jun-15,USA,NOT RATED,3.2,139 min,"Directed by Daniel Falicki. With Matthew J. Dennis, Scott Baisden, Chris Kotcher, Sheri Beth Dusek. After two years in prison, John Spinelli is a free man. But as he grapples with his mad mix of macabre neighbors, John realizes something evil governs his new neighborhood. Can he convince authorities he is innocent? Or will he wish he was back behind bars?",Matthew J. Dennis|Scott Baisden|Chris Kotcher|Sheri Beth Dusek|Jason Roth|Mary McGuire-Howing|Liz Nolan|Charley Vanportfliet|James Mason|Marly Green|Spencer Tomlin|James Harris|Tommy Allen|Richard Raphael|Craig Bouwens,English,Directed by Daniel Falicki, With Matthew J," Dennis, Scott Baisden, Chris Kotcher, Sheri Beth Dusek"
